Index,Yorum,Duygu
542,teşekkürler sayenizde kimseye güvenim kalmadı,0
543,kargom gelir umarım bir aya kalmadan,0
544,kargom aydan mı geliyor niye bu kadar uzadı,0
545,internetimin bitmek bilmeyen sorunları beni yaşlandırdı,0
546,internetin hayrını bir türlü göremedik ki,0
547,bu internetten hayır mı gelir gelse gelse kötülük gelir,0
548,internet saglayıcınız çok kaliteli herhalde hiç baglanmıyor,0
549,baglanma sorununu insanlara karşı yaşıyordum şimdi internete baglanma sorunu yaşıyorum,0
550,sizin gibi bir firma anca sorun yaratır başka bir şey yaratmaz,0
551,kuryeci ürünüme ne kadar kibar davrandı eline alır almaz kırdı,0
552,kuryeci alırken saygısız olmayanı almıyorsunuz herhalde,0
553,müşteri hizmetlerine baglanmak labirentteki çıkışı bulmaya benziyor,0
554,faturam 2 aydır fazla geliyor anlımda keriz mi yazıyor benim,0
555,bankada bi işlem halettmek için pide sırası gibi beklemek mi lazım,0
556,bu gişe neden açık değil bizi bekletmek hoşunuza mı gidiyor,0
557,tek gişe neden çalışıyor diğerleri neden çalışmıyor ne işe yarıyorsunuz,0
558,kargonuz yola çıktı diye mesaj atıyosunuz ama gelmiyorsunuz sabahtan akşama kadar sizi mi beklicem,0
559,kaplumbağa bile internetimden daha hızlıdır,0
560,telefon borcu mu ödüyoruz yoksa doğalgaz faturası mı belli değil,0
561,bankayaya paramızı emanet ediyoruz aldığımız değere bak,0
562,bankaya ödemeye sıraya giriyoruz işlem gerçekleştiremiyorsunuz enayi mi var karşınızda,0
563,kargoyu getirirken arabaya karpuz fırlatır gibi mi fırlatıyorsunuz bu nasıl ürün,0
564,kargomu almak için ayağınıza mı gelmek lazım,0
565,internetim yılan gibi sürünüyor yine,0
566,paramıza göre konuşuyoruz fatura hala yüksek,0
567,fatura vergisi mi kesiyorsunuz ev vergisi mi kesiyorsunuz,0
568,bankaya sıraya giriyorum benden sonra gelen benden önce işini hallediyor adamına göre mi muamele yapıyorsunuz,0
569,bende sabancıyım zaten bu faturayı öderim hemen,0
570,tc kimlik numaramda bu kadar rakam yok resmen bu nasıl fatura,0
571,faturayı nasıl yükseltsekte milleti kazıklasak diye düşünüyor musunuz,0
572,sanki tüm mahalle benim internetimi kullanıyor bu ne yavaşlık,0
573,sıra bana gelsin diye randevu alıyoruz yine ekmek sırası bekiyoruz,0
574,kira mı ödüyoruz telefon faturası mı,0
575,internetimiz hızlı diye yine şov yapıyorsunuz,0
576,en iyi bankayız diye reklam yapacağınıza gişe tarafına eleman alın,0
577,kargo musunuz yoksa bekletme şirketi misiniz,0
578,kargomu bekleyene kadar kök saldım sonuç yine gelmedi,0
579,kargoyu getirmenizi bekleyene kadar 10 kere gelip almıştım şubeden,0
580,sabahtan beri evdeyim geldik yoktunuz diyorsunuz adam mı kandırıyorsunuz,0
581,tüm gün evdeydim zile bastık yoktunuz diyorsunuz gözlerinizi kontrole gidin en iyisi,0
582,internetim hızlı sorun yok diyorsunuz çocuk mu kandırıyorsunuz,0
583,banka demeye bin şahit lazım,0
584,ben bankada çalışsam sizden daha iyi çalışırdım,0
585,banka çalışanlarını güzelliğiyle bakarak mı alıyorsunuz yoksa hızına bakarak mı,0
586,faturama ek cihaz alsam faturam bu kadar yüksek gelmezdi,0
587,bende bu faturayı ödeyecek göz var mı sanıyorsun,0
588,bu faturayı ödemesi için git sen başkasını kandır cahil yok karşında,0
589,türkiyenin sayılı en iyi banklarında biriyiz diyorsunuz kalitesiz en iyi diyecektiniz herhalde,0
590,banka sırası mı bekliyoruz hastanede muayene sırası mı belli değil,0
591,koşşam internetten daha hızlı ulaşırım,0
592,size ödediğim faturadaki fazilerle kendime yeni telefon alırdım,0
593,marka değeriniz kötü olmasından yine ödün vermiyor,0
594,faturam neden bu kadar fazla geliyor anlımda keriz mi yazıyor,0
595,anlımda keriz mi yazıyor da beni kandırmaya çalışıyorsunuz,0
596,müşterinizim diye anlımda keriz mi yazıyor sanıyorsunuz,0
597,bankada vezneye ulaşmak için pide kuyrugu gibi sıra beklemek zorunda mıyız,0
598,bu gişelerin açık oldugu bir saat var mı,0
599,bu banka bu saatte neden kapalı bizi bekletmek hoşunuza mı gidiyor,0
600,bu banka neden açık degil bizi sırada bekletmek hoşunuza mı gidiyor,0
601,tek gişeyle çalışan banka mı olur bu ne saçmalık,0
602,kargonuz yola çıktı diye mesaj atıyorsunuz bizde bekliyoruz sayenizde keriz gibi ama ne giden var ne gelen,0
603,evimin toplam gideri telefon faturamdan az geliyor bu ne saçmalık,0
604,karınca bile internetimden daha hızlı,0
605,bankaya parayı emanet ederken bile şüphe etmiyor degilim,0
606,o kadar sıra bekliyoruz işlemimizi gerçekleştiremiyorsunuz bu nasıl hizmet anlayışıdır,0
607,benim ürünümü düzgün taşımalıydınız bu karpuz degilki elden ele atıyorsunuz,0
608,kargomu teslim almak için ayagınıza kadar gelmek mi gerek,0
609,internetim yine yerlerde sürünüyor,0
610,yine hangi vergiyi kestiniz benden,0
611,şaşırmadık yine bir vergi kesmişsiniz,0
612,evimin vergisinden fazla telefon vergisi ödemek zorunda mıyım,0
613,bu bankada adamına göre muamale yapıyorsunuz,0
614,param yok diye sesimin çıkmayacagını mı düşündünüz,0
615,paramız yok diye bir şey diyemeyiz mi sandın,0
616,bende bakan torunuyum zaten bu faturayı hemen öderim,0
617,telefon numaramda bu kadar rakam yok bu nasıl faturadır,0
618,bu faturamı yoksa yeni hattımın numarasımı karar vermekte zorlanıyorum,0
619,milleti nasıl kazıklasak diye düşünüyorsunuzdur siz,0
620,gece rüyanızda bile milleti nasıl kazıklayacagınızı düşünüyorsunuzdur,0
621,tüm ülke benim internetimemi baglanıyor da bu kadar yavaş,0
622,tüm dünya benim internetime baglansa bu kadar kopma yaşamazdım,0
623,altı üstü veznede sıra bekliyoruz ama sıra kuyrugu pide kuyrugundan farksız,0
624,aylık ev kiraları bile daha ucuz gelen faturamdan,0
625,gelen telefon faturasıyla ben bir aylık kiramı öderim,0
626,reklamlarda şov yaparken iyiydi daha internete baglanamıyoruz,0
627,reklamlardaki şovunuz iyiydi tabi buradan hiç öyle gözükmüyor,0
628,böyle bir firmanın eleman bulamama gibi bir sorun yaşaması gayet normal,0
629,güzel güzel reklamlar verene kadar güzel güzel işlerinizi rayına soksaydınız daha iyiydi,0
630,kargo musunuz yoksa dolandırıcılık şirketimi belli degil,0
631,kargomu gelene kadar sinir hastası olmamak elde degil,0
632,siz getirmeye zahmet etmeyin ayagınıza kadar gelip ben alabilirim,0
633,sabahtan beri evdeyim geldik bulamadık yalanını nasıl söylersiniz,0
634,bizi enayi yerine koyman hoşuna mı gidiyor,0
635,tüm gün sizin gelmenizi bekledim ama gelmediniz hizmetiniz mükemmel,0
636,neymiş internetimde herhangi bir sorun yokmuş daha googla baglanmıyor,0
637,googla bile on saniyede baglanıyorum bana gelmiş sorun yok diyor,0
638,facebooka girerken on dakika bekliyorum da gelmiş bana sorun yok diyor,0
639,şu alt yapı sorununuz yüzünden sinir hastası oldum çıktım,0
640,size şirket demeye bin bir şahit lazım,0
641,ben sizin yerinizde olsam rahat edemezdim yedigim küfürlerden dolayı,0
642,size görünce içim kıpır kıpır ediyor tansiyonum bile yerinde durmaz,0
643,bak anlımda salak mı yazıyor ben bu faturayı ödemem,0
644,bu faturayla kamu borçlarını kapatırım be bu ne,0
645,türkiyenin sayılı en kötü bankalarından birisiniz tebrikler,0
646,markanız yine kendisinden ödün vermeyerek yine insanları dolandırmaya devam ediyor,0
647,banka çalışanlarınız insanlan degil parayla ilgileniyorlar,0
648,faturam türkiyenin en uzun faturası olmaya aday sayenizde,0
649,bu kadar sayıyı bir faturaya nasıl yazdınız,0
650,bulaşık makinesi degil sanki içinde canavar var,0
651,bulaşık makinesinden çıkan sesten dolayı oglum içerde canavar mı var diye soruyor,0
652,bu faturanın anısına bir anıt diktirmek gerek bu nedir böyle,0
653,faturayı yazarken klavye basılı kaldı herhalde bu kadar yüksek olmamalı,0
654,bu telefon faturasını görünce inme iniyor,0
655,telefon faturasını görünce kendimi zor hatırladım,0
656,faturalarımı gördükten sonra nefes alamamaya başladım,0
657,faturayı görüce kafamdaki saçlar beyazladı,0
658,bu faturayı ödeyene kadar türkiyenin dış borcunu ödeyeyim daha iyi olurdu,0
659,bu fatura ne türkiyenin IMFye olan eski borcu mu,0
660,hiç mi utanmadınız bunu yaparken,0
661,ordan bakınca anlımda enayimi yazıyor da bana alt yapı sorunu var diyip duruyorsunuz,0
662,arkanızdan az da beddua etmedim degil,0
663,benden saglam bir küfür yedeniz afiyet olsun,0
664,böyle milleti kandırmayı nereden ögrendiniz,0
665,milleti kandırmak bu kadar basit mi oluyor,0
666,dünya üzerinde eşi benzeriniz yok dolandırıcılık üzerine,0
667,dolandırıcılık egitimini nereden aldınız,0
668,turkcel bizi dolandırmadan duramıyor musun,0
669,sizin kanınıza işlemiz dolandırmak,0
670,yalancılıgın sözlükteki anlamı sizsiniz,0
671,sizden daha büyük yalancı dünyaya gelmemiştir,0
672,faturam zeplin gibi baya büyük gelmiş,0
673,hediye diye gönderiyorsunuz bir bakıyoruz yine geçirmişsiniz,0
674,kampyanya kampanya diyorsunuz bir bakmışız fatura yine kol gibi gelmiş,0
675,kampyadan faydalanalım dedik ama siz benden faydalanmışsınız,0
676,hesap işletim ücretinden bu kadar para mı alınır,0
677,sizin gibi bir şirket hesap işletim ücreti alırken hiç mi utanmıyor,0
678,hesap işletim ücretini de alın zaten size de bu yakışır,0
679,hayvanlar bile utanıyor da sizin utancagınızı hiç sanmıyorum,0
680,sizde utanma duygusu sıfır kelvin,0
681,sizin tek bir amacınız varmış o da milleti nasıl dolandırırım,0
682,tefecilik yapmaya da başlayın tam sizlik bir meslek,0
683,şirketin merkezi çinde mi bu kadar dandik bir firma başka bir türlü olamazdınız,0
684,kargomu bile zamanında getiremiyorsunuz valla saygıyla egiliyorum,0
685,kargomu kaybettiniz demek tebrikler bir kargoyu bile dogru düzgün getiremiyorsunuz,0
686,internet baglattırmak istedim firma teşrif ederse baglayacak,0
687,intertimin hızlanmasını istedim firma artık isterse hızlandırıcak,0
688,internetimin hızlanmasını istemiştim bakalım yine neyi ters yapıcaksınız,0
689,bir şeyi düzgün yaptıgınız olmada ki,0
690,bir istegim var o da müşteri hizmetlerine baglanabilmek,0
691,müşteri hizmetlerine baglanmak hayata baglanmaktan daha zor,0
692,müşteri hizmetlerine bir gün ulaşabilirsem ona buraya gelmenin ne kadar zor oldugunu söyleyecem,0
693,yine ekstra bir şeyler çıkarıp buna da kalıf uydurmuşsunuz ya tebrikler,0
694,bakalım gelecek ay ekstra bana ne çıkarıcaksınız,0
695,gelecek ay yine bana süpriz yapıcaksınız belli oluyor,0
696,dümende bir numarasınız,0
697,işiniz anca dolandırmak olmuş,0
698,kolpaçino gibi dolandırıyorsunuz,0
699,güzel senaryo kurmuşsunuz tebrikler,0
700,bu dolandırıcılık senaryosunun senaristi kim bilmek isterim,0
701,cidden tebrikler bu kadar muntazam bir şekilde daha önce dolandırılmamıştım,0
702,turkcellden kampyalı tarife istedik yine faturayı görünce bayıldım,0
703,turkcelin faturalarını korku filmi açar gibi açıyorum,0
704,turkcelin faturası gelince evde bir soguk rüzgar esmeye başlıyor,0
705,her turkcelin faturası geldiginde saçımdan bir tel daha beyazlıyor,0
706,turkcel dediler geçelim dedik o bize geçirdi,0
707,bu yolsuzluk senaryosunu başka bir yerde görmedim,0
708,dolandırıcılıkta ustalara el öptürürsünüz,0
709,şubenize gidip sıra beklemek artık hobim oldu,0
710,canım sıkıldıgında şubenize gidip sıra bekliyorum,0
711,yeni yıla banka sırasında giricem herhalde,0
712,şube sayınız fazla herhalde işlemlerimiz 1 saatte anca çözülüyor da,0
713,her gün mü geri aranır ne bu sevda sizdeki,0
714,müşteri memnuniyetinden mi her gün ararsınız bu nedir,0
715,banka görünümlü mafyalarsınız,0
716,sizin gibi bir firmanın mobil aplikasyonu nasıl olur,0
717,sizin firmanın aklına mobilde çalışan aplikasyon çıkarmak nereden geldi,0
718,şubeleriniz ana baba gününden farksız,0
719,şubelerinizde teyzeler düzenli gün düzenlemeye başladılar beklemekten sıkınıp,0
720,beklemekten sıkınıp teyzeler kendi aralarında gün yapmaya başladılar,0
721,bayramda yollar nasıl kalabalıksa sizin şubelerinizde o kadar kalabalık oluyor,0
722,turkcel hayali alt yapı sorununu çözde kurtulalım,0
723,turkcel yine alt yapıdan kaynaklanan sorunun var dimi hiç şaşırmadım,0
724,alt yapınız hayallerim gibi durmadan çöküyor,0
725,alt yapınızın bitmeyen sorunları var,0
726,sizin gibi bir firmadan böyle alt yapı beklenirdi her gün bir sorun,0
727,reklamlarınız aklıma gelince size sinir olmamak elde degil,0
728,kota sınırsız dediniz kullandık aldınız tüm paramı cebimden,0
729,olmayan interneti satmışsınız bana,0
730,suç ben de sizin gibilere güvendim,0
731,yine siz yine bir problem,0
732,yine siz yine bir dert,0
733,turkcel iyisin de pahalısın be,0
734,turkcel iyisinde degmezsin,0
735,turkcelin ulaşması en kolay müşteri hizmetleri en az on beş dakika bekliyorsun,0
736,ben bu saygısızlıgı başka bir yerde görmemiştim gözümü açtınız,0
737,sayenizde gözüm açıldı artık daha dikkatli olucam,0
738,beni ayakta uyutabileceginizi mi sandınız,0
739,cebimde baz istasyonuyla dolaşsam telefon anca çeker gibi,0
740,hala telefonum çekmiyor,0
741,internete baglanamıyorum,0
742,kargom zamanında gelmiyor,0
743,kargom kayıp oluyor,0
744,gelen faturaya bak,0
745,kesilen ekstra ücretlere bak,0
746,ama siz eskide kalmışsınız,0
747,şubede hala sıra bekliyoruz,0
748,şşubede bir tane veznedar var,0
749,müşteri hizmetlerine ulaşamıyorsun,0
750,alt yapı sorunu bir türlü çözülmüyor,0
751,alt yapı sorunu bir bitmedi,0
752,gelen fatura kol gibi,0
753,millete nasıl geçiririz derdindesiniz,0
754,sayenizde şehrin göbeginde telefon çekmiyor,0
755,sayenizde şehrin merkezinde internete baglanamıyorum,0
756,sayenizde şehrin merkezinde googla zor giriyorum,0
757,sayenizde ne oyun oynayabiliyorum ne de video izliyebiliyorum size teşekkür ederim,0
758,teknoloji çagında internetimiz kesiliyor,0
759,teknoloji çagındayız ama internete zor baglanıyoruz,0
760,sizde daha çağ atlanmadı herhalde eskiden geliyor gibisiniz,0
761,şebeke sorunu bitmiyor,0
762,baglantı sorunu bitmedi,0
763,sorun denince akla hemen siz gelirsiniz,0
764,problem denince aklıma direk siz geliceksiniz,0
765,nerede bir sorun olucaksa ordan sizin çıkacagınıza şüpheleniyorum,0
766,üniversitedeki tezinin dolandırıcılık sanatı üzerine miydi,0
767,kandırmak kelimesinin vücut bulmuş halisiniz,0
768,bana kampanyalarınızı sırala yalanlarınızı degil,0
769,sizin agzınızdan doğru söz çıkar mı,0
770,alnımda keriz mi yazıyor size asla güvenmem,0
771,size tekrar güvenecek kadar salak degilim,0
772,sizinle tekrardan iş yaparsam salagın tekiyim,0
773,kampanya sıralamanız gerekirdi siz kolpalarınızı sıralıyorsunuz,0
774,bu kadar fazla kolpa sıkan bir firma ben daha önce görmedim,0
775,at yalanı tekrardan inanırım,0
776,uydurun yalanlarınızı elbet bulunur inanan zaten,0
777,durduk yere fiyat artıran firmaya Turkcell denir,0
778,kargoyu zaten bir mng zamanında teslim edemez,0
779,fiyat artırmanızdaki sebep ne beni enayi mi gördünüz,0
780,sizin firmayı silip attım,0
781,suç şebekenize dahil olasım geldi iyisiniz bu işte,0
782,inanın hiç şaşırmadım gelen fatura karşısında,0
783,böyle bir şirkettende böyle bir fatura göndermesini beklerdim teşekkürler,0
784,internetimi baglayıp sonradan mazaret uydurmak da nedir,0
785,bu neyin kafası alt yapı sorunu bi bitmedi,0
786,ülkenin derdi biter sizin bu alt yapı derdiniz bitmez,0
787,teknik ekip gelmiş benden yardım istiyor şaşırmadım,0
788,teknip ekip bana danışıyor çalışanlarına bak firmayı anla,0
789,söz verip tutmadınız inanın hiç şaşırmadım,0
790,bu ekstrayı görünce inanın hiç şaşırmadım,0
791,kargomun gelmemesine inanın hiç şaşırmadım,0
792,mng yine verdigi sözde durmadı,0
793,verdiginiz sözleri tutmamak gibi hobiniz var herhalde,0
794,turkcel verdigi sözleri bir bir yerine getirmiyor şaşırmadım,0
795,insanları kazıklamaktan zevk alıyor gibisiniz,0
796,insanları nasıl kazıklarız diye toplantılar da yapıyorsunuzdur,0
797,internetimi hızlandırmanız gerekirdi yavaşlatmanızı istememiştim,0
798,kargomu sipariş etmeden önce sağlıklıydım,0
799,gelen faturayı ödemek için böbregimin tekini satmam gerekiyor,0
800,gelen faturayı ödemek için kırk takla atmam lazım,0
801,her şeyi düzgün yapsaydınız bunlarla karşılaşmazdık,0
802,faturam 2 aydır anlaşmamızdan fazla geliyor enayimiyim ben bunu ödeyecek kadar,0
803,turkcelde işlerimizi halletmek için enayi gibi beklememiz mi gerekiyor,0
804,turkcelde bir sorununuzu halledebiliyorsanız zaten bu hayatta çözemeyeceginiz sorun olmaz,0
805,turkcelde neden bir tane çalışan var digerleri yatıyor mu arka tarafta,0
806,kargom bir haftadır gelmiyor anlımda keriz mi yazıyor benim neden bu kadar bekliyorum,0
807,kendinize güvenmiyorsanız söyleyin biz de başka firmalarla çalışalım,0
808,ev hayvanım sizden daha samimi,0
809,sokak hayvanları bile sizden daha masum,0
810,telefon faturası borcu mu ödüyoruz yoksa evin kirasını mı belli degil,0
811,kargomuzu teslim ettigimiz firmanın daha kendine hayrı yok,0
812,fatura borcunu mu ödüyoruz tefeciye mi borcumuzu ödüyoruz belli degil,0
813,kullandıgımız operatöre bak aldıgımız değere bak,0
814,bu kadar para ödüyorum aldıgım karşılık bu mudur?,0
